brand,model,firmware,option,exe_can_1,exe_can_2,exe_can_3,exe_lin,read_can_1,read_can_2,read_can_3,read_lin,explanation
Audi,A3 III +re. (8V) (2012-2020 г.),All configurations,OBD II diagnostic trouble codes,-,-,-,-,-,-,-,-,
Audi,A3 III +re. (8V) (2012-2020 г.),All configurations,Battery charger connector status,-,-,-,-,-,-,-,-,
Audi,A3 III +re. (8V) (2012-2020 г.),All configurations,Fast charging,-,-,-,-,-,-,-,-,
Audi,A3 III +re. (8V) (2012-2020 г.),All configurations,Slow charging,-,-,-,-,-,-,-,-,
Audi,A3 III +re. (8V) (2012-2020 г.),All configurations,Remaining distance on HV battery,-,-,-,-,-,-,-,-,
Audi,A3 III +re. (8V) (2012-2020 г.),All configurations,"""Ready"" status",-,-,-,-,-,-,-,-,
Audi,A3 III +re. (8V) (2012-2020 г.),All configurations,SOH,-,-,-,-,-,-,-,-,
Audi,A3 III +re. (8V) (2012-2020 г.),All configurations,SOC,-,-,-,-,-,-,-,-,
Audi,A3 III +re. (8V) (2012-2020 г.),All configurations,HV battery temperature,-,-,-,-,-,-,-,-,
Audi,A3 III +re. (8V) (2012-2020 г.),All configurations,Explanation 1,,,,,,,,,"Connect to CAN: twisted pair cable CanHigh - orange-green, CanLow - orange-brown"
Audi,A4 II (B6) (2002-2006 г.),All configurations,Model code,,,,,,,,,1415
Audi,A4 II (B6) (2002-2006 г.),All configurations,CAN Block,,,,,,,,,No
Audi,A4 II (B6) (2002-2006 г.),All configurations,Driver door,-,-,-,-,+,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Passenger door,-,-,-,-,+,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Rear left door,-,-,-,-,+,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Rear right door,-,-,-,-,+,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Sunroof,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Front hood,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Trunk,+,-,-,-,+,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Ignition,-,-,-,-,+,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Brake,-,-,-,-,+,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Marker lights,-,-,-,-,+,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Neutral,-,-,-,-,+,-,-,-,"Automatic transmission selector status, parking brake status. Avaliability of statuses depends on the model of the car"
Audi,A4 II (B6) (2002-2006 г.),All configurations,Tachometer,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,"""Slave"" function",-,-,-,-,+,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,"Trunk ""Slave"" function",-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Factory alarm triggering,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Fuel level,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Interior temperature,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Engine temperature,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Outside temperature,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Central lock,+,-,-,-,+,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Windows closing at arming,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Side mirrors,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Turn lights,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Headlights,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Vehicle security system,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Step-by-step disarming,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Turn off ACC,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Engine start via CAN,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Heating,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Light track,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Horn,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Additional function,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Speed,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Automatic start via original remote,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Keyless access block,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Code immobilizer,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Command before autostart,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Sound indication 1 via CAN,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Sound indication 2 via CAN,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Light indication 1 via CAN,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Light indication 2 via CAN,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,VALET button by CAN,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Distance to empty,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Washer fluid level,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Power windows position,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Tires pressure (TPMS),-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,OBD II diagnostic trouble codes,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Battery charger connector status,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Fast charging,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Slow charging,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Remaining distance on HV battery,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,"""Ready"" status",-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,SOH,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,SOC,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,HV battery temperature,-,-,-,-,-,-,-,-,
Audi,A4 II (B6) (2002-2006 г.),All configurations,Explanation 2,,,,,,,,,"For systems with multiple software version (A, B, C and etc.) use software version marked 'B'"
Audi,A4 III (B7) (2004-2008 г.),All configurations,Model code,,,,,,,,,1415
Audi,A4 III (B7) (2004-2008 г.),All configurations,CAN Block,,,,,,,,,No
Audi,A4 III (B7) (2004-2008 г.),All configurations,Immobilizer bypass,,,,,,,,,Yes
Audi,A4 III (B7) (2004-2008 г.),All configurations,Alarms with immobilizer bypass support,,,,,,,,,"Light Pro/ Light +, Smart Pro, Light Pro v2, Pandora Elite v2, Smart Pro v3, Light v3"
Audi,A4 III (B7) (2004-2008 г.),All configurations,Driver door,-,-,-,-,+,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Passenger door,-,-,-,-,+,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Rear left door,-,-,-,-,+,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Rear right door,-,-,-,-,+,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Sunroof,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Front hood,-,-,-,-,+,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Trunk,+,-,-,-,+,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Ignition,-,-,-,-,+,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Brake,-,-,-,-,+,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Marker lights,+,-,-,-,+,-,-,-,"Light signalization appears as sequential lighting of turn lights on right and left side of the vehicle. If the engine is running when the operation is performed, light signalization will be the same"
Audi,A4 III (B7) (2004-2008 г.),All configurations,Neutral,-,-,-,-,+,-,-,-,"Automatic transmission selector status, parking brake status. Avaliability of statuses depends on the model of the car"
Audi,A4 III (B7) (2004-2008 г.),All configurations,Tachometer,-,-,-,-,+,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,"""Slave"" function",-,-,-,-,+,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,"Trunk ""Slave"" function",-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Factory alarm triggering,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Fuel level,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Interior temperature,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Engine temperature,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Outside temperature,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Central lock,+,-,-,-,+,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Windows closing at arming,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Side mirrors,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Turn lights,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Headlights,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Vehicle security system,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Step-by-step disarming,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Turn off ACC,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Engine start via CAN,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Heating,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Light track,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Horn,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Additional function,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Speed,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Automatic start via original remote,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Keyless access block,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Code immobilizer,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Command before autostart,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Sound indication 1 via CAN,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Sound indication 2 via CAN,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Light indication 1 via CAN,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Light indication 2 via CAN,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,VALET button by CAN,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Distance to empty,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Washer fluid level,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Power windows position,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Tires pressure (TPMS),-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,OBD II diagnostic trouble codes,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Battery charger connector status,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Fast charging,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Slow charging,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Remaining distance on HV battery,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,"""Ready"" status",-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,SOH,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,SOC,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,HV battery temperature,-,-,-,-,-,-,-,-,
Audi,A4 III (B7) (2004-2008 г.),All configurations,Explanation 1,,,,,,,,,"Connect to CAN: twisted pair cable CanHigh - orange-green, CanLow - orange-brown
Light signalization appears as sequential lighting of turn lights on right and left side of the vehicle. If the engine is running when the operation is performed, light signalization will be the same"
Audi,A4 III (B7) (2004-2008 г.),All configurations,Explanation 2,,,,,,,,,"For systems with multiple software version (A, B, C and etc.) use software version marked 'B'"
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Model code,,,,,,,,,1417
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,CAN Block,,,,,,,,,No
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Immobilizer bypass,,,,,,,,,No
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Driver door,-,-,-,-,+,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Passenger door,-,-,-,-,+,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Rear left door,-,-,-,-,+,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Rear right door,-,-,-,-,+,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Sunroof,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Front hood,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Trunk,+,-,-,-,+,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Ignition,-,-,-,-,+,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Brake,-,-,-,-,+,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Marker lights,-,-,-,-,+,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Neutral,-,-,-,-,+,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Tachometer,-,-,-,-,+,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,"""Slave"" function",-,-,-,-,+,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,"Trunk ""Slave"" function",-,-,-,-,+,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Factory alarm triggering,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Fuel level,-,-,-,-,+,-,-,-,In liters
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Interior temperature,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Engine temperature,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Outside temperature,-,-,-,-,+,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Central lock,+,-,-,-,+,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Windows closing at arming,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Side mirrors,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Turn lights,+,-,-,-,-,-,-,-,Front and side turn signals only
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Headlights,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Vehicle security system,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Step-by-step disarming,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Turn off ACC,+,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Engine start via CAN,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Heating,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Light track,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Horn,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Additional function,+,-,-,-,-,-,-,-,On/off start/stop function
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Speed,-,-,-,-,+,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Automatic start via original remote,-,-,-,-,+,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Keyless access block,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Code immobilizer,-,-,-,-,+,-,-,-,Buttons on the steering wheel and ESP button
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Command before autostart,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Sound indication 1 via CAN,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Sound indication 2 via CAN,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Light indication 1 via CAN,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Light indication 2 via CAN,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,VALET button by CAN,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Distance to empty,-,-,-,-,+,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Washer fluid level,-,-,-,-,+,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Power windows position,-,-,-,-,+,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Tires pressure (TPMS),-,-,-,-,+,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,OBD II diagnostic trouble codes,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Battery charger connector status,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Fast charging,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Slow charging,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Remaining distance on HV battery,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,"""Ready"" status",-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,SOH,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,SOC,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,HV battery temperature,-,-,-,-,-,-,-,-,
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Explanation 1,,,,,,,,,"Connect to CAN1 on the BCM module socket В: CanHigh - green, CanLow - orange-brown"
Audi,A4 V +re. (B9) (2015-2023 г.),All configurations,Explanation 2,,,,,,,,,Validator buttons: wheel buttons and ESP button
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,Model code,,,,,,,,,1412
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,CAN Block,,,,,,,,,No
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,Driver door,-,-,-,-,+,-,-,-,
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,Passenger door,-,-,-,-,+,-,-,-,
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,Rear left door,-,-,-,-,+,-,-,-,
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,Rear right door,-,-,-,-,+,-,-,-,
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,Sunroof,-,-,-,-,-,-,-,-,
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,Front hood,-,-,-,-,+,-,-,-,
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,Trunk,+,-,-,-,+,-,-,-,
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,Ignition,-,-,-,-,+,-,-,-,
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,Brake,-,-,-,-,+,-,-,-,
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,Marker lights,+,-,-,-,+,-,-,-,"Light signalization appears as sequential lighting of turn lights on right and left side of the vehicle. If the engine is running when the operation is performed, light signalization will be the same"
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,Neutral,-,-,-,-,+,-,-,-,"Automatic transmission selector status, parking brake status"
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,Tachometer,-,-,-,-,+,-,-,-,
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,"""Slave"" function",-,-,-,-,+,-,-,-,Operates when the ignition is switched on
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,"Trunk ""Slave"" function",-,-,-,-,+,-,-,-,
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,Factory alarm triggering,-,-,-,-,+,-,-,-,
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,Fuel level,-,-,-,-,+,-,-,-,
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,Interior temperature,-,-,-,-,+,-,-,-,
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,Engine temperature,-,-,-,-,-,-,-,-,
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,Outside temperature,-,-,-,-,+,-,-,-,
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,Central lock,+,-,-,-,+,-,-,-,
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,Windows closing at arming,-,-,-,-,-,-,-,-,
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,Side mirrors,-,-,-,-,-,-,-,-,
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,Turn lights,-,-,-,-,-,-,-,-,
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,Headlights,-,-,-,-,-,-,-,-,
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,Vehicle security system,+,-,-,-,-,-,-,-,"Original security system will not be completely disarmed: trunk and fuel tank flap will only be disarmed after engine start or on command from the original remote. If the car has original security system, it will not be disarmed this way."
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,Step-by-step disarming,+,-,-,-,-,-,-,-,
Audi,A4/S4 IV +re. (B8) (2007-2015 г.),All configurations,Turn off ACC,-,-,-,-,-,-,-,-,
